[14:22:48.325 INF] [T:1] [Rank] Logger setup was successful: Rank
[14:22:48.465 DBG] [T:1] [Rank] Discover commands: [3003, 3002, 3001, 3000, 1000]
[14:22:48.466 INF] [T:1] [Rank] The server Rank is initialized.
[14:22:48.728 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1, rank=2, score=30, isRewarded=false, item=[0:0:70]
[14:22:48.728 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=2, rank=1, score=40, isRewarded=false, item=[0:0:100]
[14:22:48.728 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1000001, rank=3, score=10, isRewarded=false, item=[0:0:50]
[14:22:48.728 DBG] [T:1] [Rank] [Daily] Reward loaded. season="Daily"/12, uid=1000001, rank=1, score=30, isRewarded=false, item=[0:0:100]
[14:22:48.735 INF] [T:1] [Rank] [Daily] Season loaded. kind="Daily", num=46, state="Running", start="2025-12-26T00:00:00.0000000+09:00", end="2025-12-27T00:00:00.0000000+09:00"
[14:22:48.737 INF] [T:1] [Rank] Listener (0.0.0.0:20000:"Tcp") was started.
[14:22:48.740 INF] [T:1] [Rank] The server instance Rank was been started!
[14:22:48.777 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1, rank=2, score=30, isRewarded=false, item=[0:0:70]
[14:22:48.777 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=2, rank=1, score=40, isRewarded=false, item=[0:0:100]
[14:22:48.777 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/1, uid=1000001, rank=3, score=10, isRewarded=false, item=[0:0:50]
[14:22:48.777 DBG] [T:12] [Rank] [Daily] Reward loaded. season="Daily"/12, uid=1000001, rank=1, score=30, isRewarded=false, item=[0:0:100]
[14:22:48.873 INF] [T:12] [Rank] [Daily] Next season scheduled. kind="Daily", num=47, start="2025-12-29T00:00:00.0000000+00:00", end="2025-12-30T00:00:00.0000000+00:00"
[14:23:14.548 DBG] [T:27] [Rank] A new session connected. sessionId=2f5246f1-d9c1-4693-a877-c61ac529a48a, remoteEndPoint=127.0.0.1:64433
[15:01:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:01:18.474Z CPU=0.0% WS=78.09MB Managed=193.16MB Threads=33
[15:01:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:01:47.474Z CPU=0.0% WS=78.08MB Managed=193.59MB Threads=32
[15:02:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:02:17.474Z CPU=0.0% WS=78.09MB Managed=194.02MB Threads=33
[15:02:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:02:47.474Z CPU=0.0% WS=76.64MB Managed=194.47MB Threads=33
[15:03:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:03:17.474Z CPU=0.0% WS=76.64MB Managed=194.93MB Threads=33
[15:03:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:03:47.474Z CPU=0.0% WS=76.62MB Managed=195.36MB Threads=32
[15:04:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:04:17.475Z CPU=0.0% WS=77.14MB Managed=195.80MB Threads=33
[15:04:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:04:47.475Z CPU=0.0% WS=77.14MB Managed=196.25MB Threads=33
[15:05:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:05:17.474Z CPU=0.0% WS=77.38MB Managed=196.69MB Threads=33
[15:05:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:05:47.475Z CPU=0.0% WS=77.36MB Managed=197.12MB Threads=32
[15:06:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:06:17.475Z CPU=0.0% WS=77.36MB Managed=197.55MB Threads=32
[15:06:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:06:47.476Z CPU=0.0% WS=77.69MB Managed=197.97MB Threads=32
[15:07:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:07:17.476Z CPU=0.0% WS=73.81MB Managed=198.42MB Threads=33
[15:07:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:07:47.475Z CPU=0.0% WS=73.78MB Managed=198.85MB Threads=32
[15:08:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:08:17.475Z CPU=0.0% WS=73.91MB Managed=199.28MB Threads=32
[15:08:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:08:47.475Z CPU=0.0% WS=73.92MB Managed=199.70MB Threads=32
[15:09:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:09:17.475Z CPU=0.0% WS=74.00MB Managed=200.14MB Threads=33
[15:09:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:09:47.476Z CPU=0.0% WS=74.20MB Managed=192.91MB Threads=32
[15:10:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:10:17.476Z CPU=0.0% WS=72.83MB Managed=193.33MB Threads=32
[15:10:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:10:47.476Z CPU=0.0% WS=72.84MB Managed=193.76MB Threads=33
[15:11:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:11:17.476Z CPU=0.0% WS=71.95MB Managed=194.21MB Threads=32
[15:11:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:11:47.476Z CPU=0.0% WS=71.95MB Managed=194.62MB Threads=32
[15:12:18.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:12:17.477Z CPU=0.0% WS=68.41MB Managed=195.06MB Threads=33
[15:12:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:12:47.476Z CPU=0.0% WS=68.64MB Managed=195.49MB Threads=32
[15:13:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:13:17.476Z CPU=0.0% WS=69.09MB Managed=195.96MB Threads=35
[15:13:48.477 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:13:47.476Z CPU=0.0% WS=69.17MB Managed=196.41MB Threads=32
[15:14:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:14:17.476Z CPU=0.0% WS=69.55MB Managed=196.83MB Threads=32
[15:14:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:14:47.476Z CPU=0.0% WS=71.53MB Managed=197.27MB Threads=32
[15:15:18.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:15:17.477Z CPU=0.0% WS=71.52MB Managed=197.72MB Threads=33
[15:15:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:15:47.477Z CPU=0.0% WS=71.50MB Managed=198.16MB Threads=33
[15:16:18.477 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:16:17.477Z CPU=0.0% WS=71.48MB Managed=198.59MB Threads=32
[15:16:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:16:47.477Z CPU=0.0% WS=71.48MB Managed=199.02MB Threads=32
[15:17:18.477 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:17:17.477Z CPU=0.0% WS=71.42MB Managed=199.46MB Threads=32
[15:17:48.477 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:17:47.478Z CPU=0.0% WS=71.41MB Managed=199.91MB Threads=32
[15:18:18.477 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:18:17.477Z CPU=0.0% WS=71.45MB Managed=200.35MB Threads=33
[15:18:48.476 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:18:47.476Z CPU=0.0% WS=72.22MB Managed=193.03MB Threads=32
[15:19:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:19:17.473Z CPU=0.0% WS=70.88MB Managed=193.52MB Threads=33
[15:19:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:19:47.472Z CPU=0.0% WS=70.70MB Managed=193.95MB Threads=32
[15:20:18.471 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:20:17.473Z CPU=0.0% WS=70.48MB Managed=194.37MB Threads=32
[15:20:48.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:20:47.472Z CPU=0.0% WS=70.80MB Managed=194.82MB Threads=32
[15:21:18.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:21:17.472Z CPU=0.0% WS=70.77MB Managed=195.26MB Threads=32
[15:21:48.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:21:47.471Z CPU=0.0% WS=70.42MB Managed=195.69MB Threads=35
[15:22:18.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:22:17.472Z CPU=0.0% WS=70.61MB Managed=196.15MB Threads=33
[15:22:48.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:22:47.472Z CPU=0.0% WS=70.62MB Managed=196.58MB Threads=32
[15:23:18.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:23:17.472Z CPU=0.0% WS=70.48MB Managed=197.02MB Threads=32
[15:23:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:23:48.472Z CPU=0.0% WS=70.19MB Managed=197.46MB Threads=32
[15:24:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:24:17.473Z CPU=0.0% WS=70.70MB Managed=197.89MB Threads=33
[15:24:48.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:24:47.473Z CPU=0.0% WS=70.84MB Managed=198.32MB Threads=32
[15:25:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:25:17.472Z CPU=0.0% WS=71.64MB Managed=198.77MB Threads=33
[15:25:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:25:47.472Z CPU=0.0% WS=71.62MB Managed=199.21MB Threads=32
[15:26:18.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:26:17.472Z CPU=0.0% WS=65.66MB Managed=199.65MB Threads=32
[15:26:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:26:47.473Z CPU=0.0% WS=65.91MB Managed=200.07MB Threads=32
[15:27:18.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:27:17.472Z CPU=0.0% WS=65.95MB Managed=200.49MB Threads=32
[15:27:48.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:27:47.472Z CPU=0.0% WS=68.55MB Managed=193.20MB Threads=33
[15:28:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:28:17.473Z CPU=0.0% WS=68.59MB Managed=193.64MB Threads=32
[15:28:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:28:47.473Z CPU=0.0% WS=68.59MB Managed=194.08MB Threads=32
[15:29:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:29:17.473Z CPU=0.0% WS=67.45MB Managed=194.55MB Threads=33
[15:29:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:29:47.473Z CPU=0.0% WS=64.98MB Managed=195.00MB Threads=33
[15:30:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:30:17.473Z CPU=0.0% WS=65.72MB Managed=195.46MB Threads=33
[15:30:48.472 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:30:47.473Z CPU=0.0% WS=65.78MB Managed=195.90MB Threads=32
[15:31:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:31:17.473Z CPU=0.0% WS=65.88MB Managed=196.38MB Threads=34
[15:31:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:31:47.473Z CPU=0.0% WS=65.89MB Managed=196.84MB Threads=34
[15:32:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:32:17.473Z CPU=0.0% WS=64.94MB Managed=197.29MB Threads=33
[15:32:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:32:47.472Z CPU=0.0% WS=64.42MB Managed=197.73MB Threads=33
[15:33:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:33:17.473Z CPU=0.0% WS=64.78MB Managed=198.19MB Threads=33
[15:33:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:33:47.473Z CPU=0.0% WS=64.78MB Managed=198.62MB Threads=32
[15:34:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:34:17.474Z CPU=0.0% WS=64.80MB Managed=199.06MB Threads=33
[15:34:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:34:47.474Z CPU=0.0% WS=60.00MB Managed=199.51MB Threads=33
[15:35:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:35:17.473Z CPU=0.0% WS=65.19MB Managed=199.97MB Threads=33
[15:35:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:35:47.473Z CPU=0.0% WS=65.25MB Managed=200.42MB Threads=34
[15:36:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:36:17.473Z CPU=0.0% WS=66.34MB Managed=193.18MB Threads=32
[15:36:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:36:47.473Z CPU=0.0% WS=66.38MB Managed=193.65MB Threads=34
[15:37:18.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:37:17.473Z CPU=0.0% WS=66.36MB Managed=194.10MB Threads=33
[15:37:48.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:37:47.474Z CPU=0.0% WS=66.34MB Managed=194.53MB Threads=32
[15:38:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:38:17.474Z CPU=0.0% WS=66.36MB Managed=194.97MB Threads=32
[15:38:48.473 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:38:47.474Z CPU=0.0% WS=66.39MB Managed=195.43MB Threads=33
[15:39:18.474 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:39:17.474Z CPU=0.0% WS=66.52MB Managed=195.91MB Threads=33
[15:39:48.475 INF] [T:7] [PerfMonitor] Time:2025-12-29 06:39:47.473Z CPU=0.0% WS=65.33MB Managed=196.34MB Threads=32
